Serial_number:
2161676
Project ID:

Location:

LEVEL
UNIT: m
Offset: 0.000000 m
TEMPERATURE
UNIT: °C
Date,Time,ms,LEVEL,TEMPERATURE
2/7/2025,05:57:08 pm,0,10.017,10.80
2/7/2025,06:02:08 pm,0,10.191,9.10
2/7/2025,06:07:08 pm,0,10.185,9.00
2/7/2025,06:12:08 pm,0,10.187,9.00
2/7/2025,06:17:08 pm,0,10.185,8.90
2/7/2025,06:22:08 pm,0,10.191,8.90
2/7/2025,06:27:08 pm,0,10.190,8.90
2/7/2025,06:32:08 pm,0,10.187,8.90
2/7/2025,06:37:08 pm,0,10.190,8.90
2/7/2025,06:42:08 pm,0,10.188,8.90
2/7/2025,06:47:08 pm,0,10.187,8.80
2/7/2025,06:52:08 pm,0,10.187,8.80
2/7/2025,06:57:08 pm,0,10.185,8.80
2/7/2025,07:02:08 pm,0,10.184,8.80
2/7/2025,07:07:08 pm,0,10.184,8.80
2/7/2025,07:12:08 pm,0,10.182,8.80
2/7/2025,07:17:08 pm,0,10.181,8.80
2/7/2025,07:22:08 pm,0,10.178,8.70
2/7/2025,07:27:08 pm,0,10.176,8.70
2/7/2025,07:32:08 pm,0,10.178,8.70
2/7/2025,07:37:08 pm,0,10.176,8.70
2/7/2025,07:42:08 pm,0,10.175,8.70
2/7/2025,07:47:08 pm,0,10.175,8.70
2/7/2025,07:52:08 pm,0,10.175,8.70
2/7/2025,07:57:08 pm,0,10.172,8.60
2/7/2025,08:02:08 pm,0,10.170,8.60
2/7/2025,08:07:08 pm,0,10.170,8.60
2/7/2025,08:12:08 pm,0,10.169,8.60
2/7/2025,08:17:08 pm,0,10.167,8.60
2/7/2025,08:22:08 pm,0,10.167,8.60
2/7/2025,08:27:08 pm,0,10.166,8.60
2/7/2025,08:32:08 pm,0,10.166,8.60
2/7/2025,08:37:08 pm,0,10.163,8.50
2/7/2025,08:42:08 pm,0,10.161,8.50
2/7/2025,08:47:08 pm,0,10.161,8.50
2/7/2025,08:52:08 pm,0,10.163,8.50
2/7/2025,08:57:08 pm,0,10.163,8.50
2/7/2025,09:02:08 pm,0,10.163,8.50
2/7/2025,09:07:08 pm,0,10.163,8.50
2/7/2025,09:12:08 pm,0,10.163,8.50
2/7/2025,09:17:08 pm,0,10.160,8.50
2/7/2025,09:22:08 pm,0,10.163,8.50
2/7/2025,09:27:08 pm,0,10.161,8.40
2/7/2025,09:32:08 pm,0,10.163,8.40
2/7/2025,09:37:08 pm,0,10.161,8.40
2/7/2025,09:42:08 pm,0,10.161,8.40
2/7/2025,09:47:08 pm,0,10.160,8.40
2/7/2025,09:52:08 pm,0,10.163,8.40
2/7/2025,09:57:08 pm,0,10.163,8.40
2/7/2025,10:02:08 pm,0,10.163,8.40
2/7/2025,10:07:08 pm,0,10.161,8.40
2/7/2025,10:12:08 pm,0,10.161,8.40
2/7/2025,10:17:08 pm,0,10.160,8.40
2/7/2025,10:22:08 pm,0,10.160,8.40
2/7/2025,10:27:08 pm,0,10.160,8.40
2/7/2025,10:32:08 pm,0,10.161,8.40
